mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin
52	51	137	137	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	532										
52	51	275/2	275/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	533										
52	51	138	138	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	534										
53	52	277/2	277/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	535							85			
53	52	279/2	279/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	536							85			
53	52	281/2	281/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	537										
53	52	277/2	277/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	538										
53	52	139	139	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	539										
53	52	279/2	279/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	540										
53	52	140	140	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	541										
53	52	281/2	281/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	542										
53	52	141	141	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	543										
53	52	283/2	283/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	544										
53	52	142	142	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	545										
54	53	287/2	287/2	0.0		1/4	1/4	Dynamic	4/4	1	1	0					p									
54	53	287/2	287/2	0.0		1/4	1/4	Spanner	4/4	1	1	0												2		
54	53	287/2	287/2	3.0		1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	546								2		
54	53	285/2	285/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	547										
54	53	143	143	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	548										
54	53	287/2	287/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	549										
54	53	144	144	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	550										
54	53	289/2	289/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	551										
54	53	145	145	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	552										
54	53	291/2	291/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	553										
54	53	146	146	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	554										
55	54	293/2	293/2	0.0		0	0	Spanner	4/4	1	1	0														
55	54	295/2	295/2	0.0		1/4	1/4	Spanner	4/4	1	1	0												3		
55	54	295/2	295/2	3.0		1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	555								3		
55	54	293/2	293/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	556										
55	54	147	147	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	557										
55	54	295/2	295/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	558										
55	54	148	148	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	559										
55	54	297/2	297/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	560										
55	54	149	149	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	561										
55	54	299/2	299/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	562										
55	54	150	150	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	563										
56	55		301/2	0.0	1	0	0	Dynamic	5/4	1	1	0					ppp									
56	55		301/2	0.0	1	0	0	Spanner	5/4	1	1	0														
56	55		301/2	0.5	1	0	0	Chord	5/4	1	1	1/8		1/8	1	564							86			
56	55		151	0.5	1	1/8	1/8	Chord	5/4	1	1	1/8		1/8	1	565							86			
56	55		303/2	0.5	1	1/4	1/4	Chord	5/4	1	1	1/8		1/8	1	566							86			
56	55		152	0.5	1	3/8	3/8	Chord	5/4	1	1	1/8		1/8	1	567							86			
56	55		305/2	0.5	1	1/2	1/2	Chord	5/4	1	1	1/8		1/8	1	568							86			
56	55		153	0.5	1	5/8	5/8	Chord	5/4	1	1	1/8		1/8	1	569							86			
56	55		307/2	0.5	1	3/4	3/4	Chord	5/4	1	1	1/8		1/8	1	570							86			
56	55		154	0.0	1	7/8	7/8	Spanner	5/4	1	1	0											86		0	
56	55		154	0.5	1	7/8	7/8	Chord	5/4	1	1	1/8		1/8	1	571							86		0	
56	55		309/2	0.5	1	1	1	Chord	5/4	1	1	1/8		1/8	1	572							86		0	
56	55		155	0.5	1	9/8	9/8	Chord	5/4	1	1	1/8		1/8	1	573									0	
56	55		301/2	0.5	1	0	0	Chord	5/4	2	1	1/8		1/8	1	574							87			
56	55		151	0.5	1	1/8	1/8	Chord	5/4	2	1	1/8		1/8	1	575							87			
56	55		303/2	0.5	1	1/4	1/4	Chord	5/4	2	1	1/8		1/8	1	576							87			
56	55		152	0.5	1	3/8	3/8	Chord	5/4	2	1	1/8		1/8	1	577							87			
56	55		305/2	0.5	1	1/2	1/2	Chord	5/4	2	1	1/8		1/8	1	578							87			
56	55		153	0.5	1	5/8	5/8	Chord	5/4	2	1	1/8		1/8	1	579							87			
56	55		307/2	0.5	1	3/4	3/4	Chord	5/4	2	1	1/8		1/8	1	580							87			
56	55		154	0.5	1	7/8	7/8	Chord	5/4	2	1	1/8		1/8	1	581							87			
56	55		309/2	0.5	1	1	1	Chord	5/4	2	1	1/8		1/8	1	582							87			
56	55		155	0.5	1	9/8	9/8	Chord	5/4	2	1	1/8		1/8	1	583										
57	55	301/2	311/2	0.0	2	0	0	Spanner	5/4	1	1	0														
57	55	301/2	311/2	0.5	2	0	0	Chord	5/4	1	1	1/8		1/8	1	584							88			
57	55	151	156	0.5	2	1/8	1/8	Chord	5/4	1	1	1/8		1/8	1	585							88			
57	55	303/2	313/2	0.5	2	1/4	1/4	Chord	5/4	1	1	1/8		1/8	1	586							88			
57	55	152	157	0.5	2	3/8	3/8	Chord	5/4	1	1	1/8		1/8	1	587							88			
57	55	305/2	315/2	0.5	2	1/2	1/2	Chord	5/4	1	1	1/8		1/8	1	588							88			
57	55	153	158	0.5	2	5/8	5/8	Chord	5/4	1	1	1/8		1/8	1	589							88			
57	55	307/2	317/2	0.5	2	3/4	3/4	Chord	5/4	1	1	1/8		1/8	1	590							88			
57	55	154	159	0.5	2	7/8	7/8	Chord	5/4	1	1	1/8		1/8	1	591							88			
57	55	309/2	319/2	0.5	2	1	1	Chord	5/4	1	1	1/8		1/8	1	592							88			
57	55	155	160	0.5	2	9/8	9/8	Chord	5/4	1	1	1/8		1/8	1	593							88			
57	55	301/2	311/2	0.0	2	0	0	StaffText	5/4	2	1	0							<i>ra _ len _ tir en s`effacant</i>							
57	55	301/2	311/2	0.5	2	0	0	Chord	5/4	2	1	1/8		1/8	1	594							89			
57	55	151	156	0.5	2	1/8	1/8	Chord	5/4	2	1	1/8		1/8	1	595							89			
57	55	303/2	313/2	0.5	2	1/4	1/4	Chord	5/4	2	1	1/8		1/8	1	596							89			
57	55	152	157	0.5	2	3/8	3/8	Chord	5/4	2	1	1/8		1/8	1	597							89			
57	55	305/2	315/2	0.5	2	1/2	1/2	Chord	5/4	2	1	1/8		1/8	1	598							89			
57	55	153	158	0.5	2	5/8	5/8	Chord	5/4	2	1	1/8		1/8	1	599							89			
57	55	307/2	317/2	0.5	2	3/4	3/4	Chord	5/4	2	1	1/8		1/8	1	600							89			
57	55	154	159	0.5	2	7/8	7/8	Chord	5/4	2	1	1/8		1/8	1	601							89			
57	55	309/2	319/2	0.5	2	1	1	Chord	5/4	2	1	1/8		1/8	1	602							89			
57	55	155	160	0.5	2	9/8	9/8	Chord	5/4	2	1	1/8		1/8	1	603							89			
58	56	311/2	321/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	604							88			
58	56	156	161	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	605							88			
58	56	313/2	323/2	3.0		1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	606										
58	56	315/2	325/2	0.0		1/2	1/2	StaffText	4/4	1	1	0							<i>laisser vibrer</i>							
58	56	315/2	325/2	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	607		articAccentStaccatoAbove								
58	56	315/2	325/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	608		articAccentStaccatoBelow								
58	56	311/2	321/2	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	609										
58	56	156	161	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	610										
58	56	313/2	323/2	3.0		1/4	1/4	Chord	4/4	2	2	3/4		1/2	3/2	611										
